text,entities
Mirkot,"[[0, 6, 'LOCATION']]"
Mirmi,"[[0, 5, 'LOCATION']]"
Mirre,"[[0, 5, 'LOCATION']]"
Mirsa,"[[0, 5, 'LOCATION']]"
Mirsing,"[[0, 7, 'LOCATION']]"
Mirudanda,"[[0, 9, 'LOCATION']]"
Mirul,"[[0, 5, 'LOCATION']]"
Mirul sibari,"[[0, 12, 'LOCATION']]"
Miruwa,"[[0, 6, 'LOCATION']]"
Miruwa Chowk,"[[0, 12, 'LOCATION']]"
Misa,"[[0, 4, 'LOCATION']]"
Misagaun,"[[0, 8, 'LOCATION']]"
Misarpatti,"[[0, 10, 'LOCATION']]"
Misauliya,"[[0, 9, 'LOCATION']]"
Misedanda,"[[0, 9, 'LOCATION']]"
Mishra Bhanjyang Chowk,"[[0, 22, 'LOCATION']]"
Mishra Chowk,"[[0, 12, 'LOCATION']]"
Mishra Dihi,"[[0, 11, 'LOCATION']]"
Mishrachok,"[[0, 10, 'LOCATION']]"
Mishragaun,"[[0, 10, 'LOCATION']]"
Mishraphant,"[[0, 11, 'LOCATION']]"
Mishratar,"[[0, 9, 'LOCATION']]"
Misi,"[[0, 4, 'LOCATION']]"
Misibang,"[[0, 8, 'LOCATION']]"
Misidanda,"[[0, 9, 'LOCATION']]"
Misindhura,"[[0, 10, 'LOCATION']]"
Misintaar,"[[0, 9, 'LOCATION']]"
Misragaun,"[[0, 9, 'LOCATION']]"
Misratar,"[[0, 8, 'LOCATION']]"
Misrigaun,"[[0, 9, 'LOCATION']]"
Mistur,"[[0, 6, 'LOCATION']]"
Misunga,"[[0, 7, 'LOCATION']]"
Mitahawa,"[[0, 8, 'LOCATION']]"
Mitdanda,"[[0, 8, 'LOCATION']]"
Miteri Tol,"[[0, 10, 'LOCATION']]"
Mithaiwalagaun,"[[0, 14, 'LOCATION']]"
Mithalapur,"[[0, 10, 'LOCATION']]"
Mitheap,"[[0, 7, 'LOCATION']]"
Mithilanagar,"[[0, 12, 'LOCATION']]"
Mithileshwar Mauwahi,"[[0, 20, 'LOCATION']]"
Mithlang,"[[0, 8, 'LOCATION']]"
Mithuawa,"[[0, 8, 'LOCATION']]"
Mithukaram,"[[0, 10, 'LOCATION']]"
Mithuwa,"[[0, 7, 'LOCATION']]"
Mithyangra,"[[0, 10, 'LOCATION']]"
Mitlung,"[[0, 7, 'LOCATION']]"
Mitrapark,"[[0, 9, 'LOCATION']]"
Mityal,"[[0, 6, 'LOCATION']]"
Miujakhor,"[[0, 9, 'LOCATION']]"
Miya Gaun,"[[0, 9, 'LOCATION']]"
Miyabari,"[[0, 8, 'LOCATION']]"
Miyagaun,"[[0, 8, 'LOCATION']]"
Miyakhor,"[[0, 8, 'LOCATION']]"
Miyalbot,"[[0, 8, 'LOCATION']]"
Miyanbari,"[[0, 9, 'LOCATION']]"
Miyankhor,"[[0, 9, 'LOCATION']]"
Miyankhor (Birendra Bajar),"[[0, 26, 'LOCATION']]"
Miyantol,"[[0, 8, 'LOCATION']]"
Miyapurwa,"[[0, 9, 'LOCATION']]"
Miyatol,"[[0, 7, 'LOCATION']]"
Mizu Chowk,"[[0, 10, 'LOCATION']]"
Mizzar,"[[0, 6, 'LOCATION']]"
Mnedanda,"[[0, 8, 'LOCATION']]"
Mobang,"[[0, 6, 'LOCATION']]"
Mobarakhpur,"[[0, 11, 'LOCATION']]"
Mobir,"[[0, 5, 'LOCATION']]"
Mobu,"[[0, 4, 'LOCATION']]"
Mochabari,"[[0, 9, 'LOCATION']]"
Mochdanda,"[[0, 9, 'LOCATION']]"
Mochha,"[[0, 6, 'LOCATION']]"
Mochidada,"[[0, 9, 'LOCATION']]"
Mod,"[[0, 3, 'LOCATION']]"
Model Village,"[[0, 13, 'LOCATION']]"
Modern Chowk,"[[0, 12, 'LOCATION']]"
Modha,"[[0, 5, 'LOCATION']]"
Modhara,"[[0, 7, 'LOCATION']]"
Modi,"[[0, 4, 'LOCATION']]"
Modibeni,"[[0, 8, 'LOCATION']]"
Modo,"[[0, 4, 'LOCATION']]"
Mohabadnagar,"[[0, 12, 'LOCATION']]"
Mohamaddintol,"[[0, 13, 'LOCATION']]"
Mohami,"[[0, 6, 'LOCATION']]"
Mohan Chowk,"[[0, 11, 'LOCATION']]"
Mohan Nagar,"[[0, 11, 'LOCATION']]"
Mohan Tol,"[[0, 9, 'LOCATION']]"
Mohan polti fram,"[[0, 16, 'LOCATION']]"
Mohana,"[[0, 6, 'LOCATION']]"
Mohanajot,"[[0, 9, 'LOCATION']]"
Mohandanda,"[[0, 10, 'LOCATION']]"
Mohandangi,"[[0, 10, 'LOCATION']]"
Mohandi,"[[0, 7, 'LOCATION']]"
Mohane Khancho,"[[0, 14, 'LOCATION']]"
Mohanganj,"[[0, 9, 'LOCATION']]"
Mohanidada,"[[0, 10, 'LOCATION']]"
Mohanighari,"[[0, 11, 'LOCATION']]"
Mohankitta,"[[0, 10, 'LOCATION']]"
Mohanlaltol(Gumsata),"[[0, 20, 'LOCATION']]"
Mohanlālṭol,"[[0, 11, 'LOCATION']]"
Mohanpur,"[[0, 8, 'LOCATION']]"
Mohanpur Goth,"[[0, 13, 'LOCATION']]"
Mohanpurbasti,"[[0, 13, 'LOCATION']]"
Mohantar,"[[0, 8, 'LOCATION']]"
Moharai,"[[0, 7, 'LOCATION']]"
Moharchhap,"[[0, 10, 'LOCATION']]"
Mohare,"[[0, 6, 'LOCATION']]"
Mohariya,"[[0, 8, 'LOCATION']]"
Mohariya Tol,"[[0, 12, 'LOCATION']]"
Mohariyatar,"[[0, 11, 'LOCATION']]"
Mohasar,"[[0, 7, 'LOCATION']]"
Mohatala,"[[0, 8, 'LOCATION']]"
Moheltolee,"[[0, 10, 'LOCATION']]"
Mohiphes,"[[0, 8, 'LOCATION']]"
Mohor Bisauna,"[[0, 13, 'LOCATION']]"
Mohorigaun,"[[0, 10, 'LOCATION']]"
Mohoriya,"[[0, 8, 'LOCATION']]"
Mohoriya Chowk,"[[0, 14, 'LOCATION']]"
Mohoriyakot,"[[0, 11, 'LOCATION']]"
Mohoti,"[[0, 6, 'LOCATION']]"
Moigaun,"[[0, 7, 'LOCATION']]"
Moipokhnedanda,"[[0, 14, 'LOCATION']]"
Mojau,"[[0, 5, 'LOCATION']]"
Mojeda,"[[0, 6, 'LOCATION']]"
Mokhtem,"[[0, 7, 'LOCATION']]"
Moktan falet bot krise four,"[[0, 27, 'LOCATION']]"
Moktanjhora,"[[0, 11, 'LOCATION']]"
Moktantol,"[[0, 9, 'LOCATION']]"
Mola Bhanjyang,"[[0, 14, 'LOCATION']]"
Molahupurwa,"[[0, 11, 'LOCATION']]"
Molbipurwa,"[[0, 10, 'LOCATION']]"
Molchabang,"[[0, 10, 'LOCATION']]"
Moldung,"[[0, 7, 'LOCATION']]"
Moli,"[[0, 4, 'LOCATION']]"
Moliesi,"[[0, 7, 'LOCATION']]"
Molindanda,"[[0, 10, 'LOCATION']]"
Mollo Bhabar,"[[0, 12, 'LOCATION']]"
Molo,"[[0, 4, 'LOCATION']]"
Molochekharka,"[[0, 13, 'LOCATION']]"
Molpha,"[[0, 6, 'LOCATION']]"
Molpha Bazar,"[[0, 12, 'LOCATION']]"
Molum Sumna,"[[0, 11, 'LOCATION']]"
Molung,"[[0, 6, 'LOCATION']]"
Momsang,"[[0, 7, 'LOCATION']]"
Mondanda,"[[0, 8, 'LOCATION']]"
Mondihawa Tol,"[[0, 13, 'LOCATION']]"
Moni,"[[0, 4, 'LOCATION']]"
Monjo,"[[0, 5, 'LOCATION']]"
Monteng,"[[0, 7, 'LOCATION']]"
Mooltagaro,"[[0, 10, 'LOCATION']]"
Mophala,"[[0, 7, 'LOCATION']]"
Moping,"[[0, 6, 'LOCATION']]"
Mopul,"[[0, 5, 'LOCATION']]"
Mor,"[[0, 3, 'LOCATION']]"
Mor Bagar,"[[0, 9, 'LOCATION']]"
Mora,"[[0, 4, 'LOCATION']]"
Mora Bagar Goth,"[[0, 15, 'LOCATION']]"
Morabang,"[[0, 8, 'LOCATION']]"
Moraha,"[[0, 6, 'LOCATION']]"
Morahang,"[[0, 8, 'LOCATION']]"
Morahun,"[[0, 7, 'LOCATION']]"
Morail,"[[0, 6, 'LOCATION']]"
Morak,"[[0, 5, 'LOCATION']]"
Morang Sugar Mill,"[[0, 17, 'LOCATION']]"
Morangdhap,"[[0, 10, 'LOCATION']]"
Morange,"[[0, 7, 'LOCATION']]"
Morangejhoda,"[[0, 12, 'LOCATION']]"
Morangekhadi,"[[0, 12, 'LOCATION']]"
Morangi,"[[0, 7, 'LOCATION']]"
Morasain,"[[0, 8, 'LOCATION']]"
Morbang,"[[0, 7, 'LOCATION']]"
Moredanda,"[[0, 9, 'LOCATION']]"
Moregaun,"[[0, 8, 'LOCATION']]"
Moreng,"[[0, 6, 'LOCATION']]"
Mori,"[[0, 4, 'LOCATION']]"
Mori Bagar,"[[0, 10, 'LOCATION']]"
Moriphag,"[[0, 8, 'LOCATION']]"
Moriya,"[[0, 6, 'LOCATION']]"
Moriya Chowk,"[[0, 12, 'LOCATION']]"
Morka,"[[0, 5, 'LOCATION']]"
Morkanla,"[[0, 8, 'LOCATION']]"
Morma,"[[0, 5, 'LOCATION']]"
Mormi,"[[0, 5, 'LOCATION']]"
Moro,"[[0, 4, 'LOCATION']]"
Moro Ghumaune,"[[0, 13, 'LOCATION']]"
Morodanda,"[[0, 9, 'LOCATION']]"
Mortali,"[[0, 7, 'LOCATION']]"
Morudanda,"[[0, 9, 'LOCATION']]"
Mosepu,"[[0, 6, 'LOCATION']]"
Mota Haldu,"[[0, 10, 'LOCATION']]"
Motabada,"[[0, 8, 'LOCATION']]"
Motai,"[[0, 5, 'LOCATION']]"
Motai Goth,"[[0, 10, 'LOCATION']]"
Motalkate,"[[0, 9, 'LOCATION']]"
Motapani,"[[0, 8, 'LOCATION']]"
Mote Dhunga,"[[0, 11, 'LOCATION']]"
Motedhunga,"[[0, 10, 'LOCATION']]"
Motenitalla Jaggakoname,"[[0, 23, 'LOCATION']]"
Moth,"[[0, 4, 'LOCATION']]"
Mothiyahi,"[[0, 9, 'LOCATION']]"
Moti Kalpani,"[[0, 12, 'LOCATION']]"
Moti Tol,"[[0, 8, 'LOCATION']]"
Moti chowk,"[[0, 10, 'LOCATION']]"
Motibasti,"[[0, 9, 'LOCATION']]"
Motidanda,"[[0, 9, 'LOCATION']]"
Motidandi,"[[0, 9, 'LOCATION']]"
Motidihawa,"[[0, 10, 'LOCATION']]"
Motigada,"[[0, 8, 'LOCATION']]"
Motigare,"[[0, 8, 'LOCATION']]"
Motila,"[[0, 6, 'LOCATION']]"
Motimarg,"[[0, 8, 'LOCATION']]"
Motinagar,"[[0, 9, 'LOCATION']]"
Motipani Nigalsain,"[[0, 18, 'LOCATION']]"
Motipur,"[[0, 7, 'LOCATION']]"
Motipur Chok,"[[0, 12, 'LOCATION']]"
Motipur Post,"[[0, 12, 'LOCATION']]"
Motisar,"[[0, 7, 'LOCATION']]"
Motisera Bajar,"[[0, 14, 'LOCATION']]"
Motithumka,"[[0, 10, 'LOCATION']]"
Motitol,"[[0, 7, 'LOCATION']]"
Motiyagaudi,"[[0, 11, 'LOCATION']]"
Motiyahi,"[[0, 8, 'LOCATION']]"
Motiyaphata,"[[0, 11, 'LOCATION']]"
Motkyu,"[[0, 6, 'LOCATION']]"
Motni,"[[0, 5, 'LOCATION']]"
Moto Gumba,"[[0, 10, 'LOCATION']]"
Moya,"[[0, 4, 'LOCATION']]"
Moyagau,"[[0, 7, 'LOCATION']]"
Moyakada,"[[0, 8, 'LOCATION']]"
Moyal,"[[0, 5, 'LOCATION']]"
Mridi,"[[0, 5, 'LOCATION']]"
Mriduli Bhanjyang,"[[0, 17, 'LOCATION']]"
Mrigauliya,"[[0, 10, 'LOCATION']]"
Mrige,"[[0, 5, 'LOCATION']]"
Mrigepakha,"[[0, 10, 'LOCATION']]"
Mromche,"[[0, 7, 'LOCATION']]"
Mu,"[[0, 2, 'LOCATION']]"
Mu Gumba,"[[0, 8, 'LOCATION']]"
Mu-Dwa-Kha,"[[0, 10, 'LOCATION']]"
Mu-Gah-Chhen,"[[0, 12, 'LOCATION']]"
Mubaskharka,"[[0, 11, 'LOCATION']]"
Muchchok,"[[0, 8, 'LOCATION']]"
Muchchowktar,"[[0, 12, 'LOCATION']]"
Muchchuk,"[[0, 8, 'LOCATION']]"
Muchhaine,"[[0, 9, 'LOCATION']]"
Muchhok,"[[0, 7, 'LOCATION']]"
Muchu,"[[0, 5, 'LOCATION']]"
Muchuk,"[[0, 6, 'LOCATION']]"
Muda,"[[0, 4, 'LOCATION']]"
Muda Bajar,"[[0, 10, 'LOCATION']]"
Mudabas,"[[0, 7, 'LOCATION']]"
Mudachola,"[[0, 9, 'LOCATION']]"
Mudakhet,"[[0, 8, 'LOCATION']]"
Mudali,"[[0, 6, 'LOCATION']]"
Mudap,"[[0, 5, 'LOCATION']]"
Mudatola,"[[0, 8, 'LOCATION']]"
Mudatoli,"[[0, 8, 'LOCATION']]"
Mudbalawa,"[[0, 9, 'LOCATION']]"
Mudbhara,"[[0, 8, 'LOCATION']]"
Muddhi,"[[0, 6, 'LOCATION']]"
Muddi-Joshipur,"[[0, 14, 'LOCATION']]"
Muddikharka,"[[0, 11, 'LOCATION']]"
Mude,"[[0, 4, 'LOCATION']]"
Mude Timla,"[[0, 10, 'LOCATION']]"
Mudedanda,"[[0, 9, 'LOCATION']]"
Mudegau,"[[0, 7, 'LOCATION']]"
Mudekharka,"[[0, 10, 'LOCATION']]"
Mudeli,"[[0, 6, 'LOCATION']]"
Mudetol,"[[0, 7, 'LOCATION']]"
Mudhajor,"[[0, 8, 'LOCATION']]"
Mudhe,"[[0, 5, 'LOCATION']]"
Mudhe Bisana,"[[0, 12, 'LOCATION']]"
Mudhe Shanshchare,"[[0, 17, 'LOCATION']]"
Mudhebas,"[[0, 8, 'LOCATION']]"
Mudhegaun,"[[0, 9, 'LOCATION']]"
Mudhekharka,"[[0, 11, 'LOCATION']]"
Mudhekhola,"[[0, 10, 'LOCATION']]"
Mudheri,"[[0, 7, 'LOCATION']]"
Mudi (Muri),"[[0, 11, 'LOCATION']]"
Mudi Bhawar,"[[0, 11, 'LOCATION']]"
Mudi Katiya,"[[0, 11, 'LOCATION']]"
Mudi Kharka,"[[0, 11, 'LOCATION']]"
Mudihawa,"[[0, 8, 'LOCATION']]"
Mudikhop,"[[0, 8, 'LOCATION']]"
Mudikuna,"[[0, 8, 'LOCATION']]"
Mudila,"[[0, 6, 'LOCATION']]"
Mudiyari,"[[0, 8, 'LOCATION']]"
Mudiyaritol,"[[0, 11, 'LOCATION']]"
Mudkhu Bhanjyang,"[[0, 16, 'LOCATION']]"
Mudkhu Dhoka,"[[0, 12, 'LOCATION']]"
Mudki,"[[0, 5, 'LOCATION']]"
Mudkilla,"[[0, 8, 'LOCATION']]"
Mudkina,"[[0, 7, 'LOCATION']]"
Mudrad,"[[0, 6, 'LOCATION']]"
Mudre,"[[0, 5, 'LOCATION']]"
Mudtain,"[[0, 7, 'LOCATION']]"
Mudule,"[[0, 6, 'LOCATION']]"
Mudum,"[[0, 5, 'LOCATION']]"
Muduri,"[[0, 6, 'LOCATION']]"
Mudwalwa,"[[0, 8, 'LOCATION']]"
Muga,"[[0, 4, 'LOCATION']]"
Mugadanda,"[[0, 9, 'LOCATION']]"
Mugalalbasti,"[[0, 12, 'LOCATION']]"
Mugalhawa,"[[0, 9, 'LOCATION']]"
Mugaligaun,"[[0, 10, 'LOCATION']]"
Muge,"[[0, 4, 'LOCATION']]"
Muge-Bajar,"[[0, 10, 'LOCATION']]"
Mughan,"[[0, 6, 'LOCATION']]"
Mugidanda Gaun,"[[0, 14, 'LOCATION']]"
Mugikholagaun,"[[0, 13, 'LOCATION']]"
Mugitar,"[[0, 7, 'LOCATION']]"
Mugje,"[[0, 5, 'LOCATION']]"
Mugling,"[[0, 7, 'LOCATION']]"
Mugling Chowk,"[[0, 13, 'LOCATION']]"
Muglung,"[[0, 7, 'LOCATION']]"
Mugra,"[[0, 5, 'LOCATION']]"
Mugraha,"[[0, 7, 'LOCATION']]"
Mugretado,"[[0, 9, 'LOCATION']]"
Mugri,"[[0, 5, 'LOCATION']]"
Mugribesi,"[[0, 9, 'LOCATION']]"
Mugrik,"[[0, 6, 'LOCATION']]"
Mugrikanda,"[[0, 10, 'LOCATION']]"
Mugu,"[[0, 4, 'LOCATION']]"
Mugugaug,"[[0, 8, 'LOCATION']]"
Mugurdanda,"[[0, 10, 'LOCATION']]"
Mugutar,"[[0, 7, 'LOCATION']]"
Muhamadnagar,"[[0, 12, 'LOCATION']]"
Muhammadpur,"[[0, 11, 'LOCATION']]"
Muhan Pokhari,"[[0, 13, 'LOCATION']]"
Muhane,"[[0, 6, 'LOCATION']]"
Muhanko,"[[0, 7, 'LOCATION']]"
Muhi Tol,"[[0, 8, 'LOCATION']]"
Muhjung,"[[0, 7, 'LOCATION']]"
Muhu,"[[0, 4, 'LOCATION']]"
Muiba,"[[0, 5, 'LOCATION']]"
Muila Bhanjyang,"[[0, 15, 'LOCATION']]"
Muilambra,"[[0, 9, 'LOCATION']]"
Muja Katne,"[[0, 10, 'LOCATION']]"
Mujabagar,"[[0, 9, 'LOCATION']]"
Mujagau,"[[0, 7, 'LOCATION']]"
Mujaha,"[[0, 6, 'LOCATION']]"
Mujawa,"[[0, 6, 'LOCATION']]"
Muje,"[[0, 4, 'LOCATION']]"
Mujeda,"[[0, 6, 'LOCATION']]"
Mujelgaun,"[[0, 9, 'LOCATION']]"
Mujeliya,"[[0, 8, 'LOCATION']]"
Mujhun,"[[0, 6, 'LOCATION']]"
Mujkot,"[[0, 6, 'LOCATION']]"
Mujura,"[[0, 6, 'LOCATION']]"
Mujuradobhan,"[[0, 12, 'LOCATION']]"
Mujuragaun,"[[0, 10, 'LOCATION']]"
Mujurbhitta,"[[0, 11, 'LOCATION']]"
Mukbari,"[[0, 7, 'LOCATION']]"
Mukcha,"[[0, 6, 'LOCATION']]"
Mukchimala,"[[0, 10, 'LOCATION']]"
Mukhaitol,"[[0, 9, 'LOCATION']]"
Mukhbaluwa,"[[0, 10, 'LOCATION']]"
Mukhchaur,"[[0, 9, 'LOCATION']]"
Mukhenigaun,"[[0, 11, 'LOCATION']]"
Mukhinigaun,"[[0, 11, 'LOCATION']]"
Mukhinikamat,"[[0, 12, 'LOCATION']]"
Mukhitang,"[[0, 9, 'LOCATION']]"
Mukhiya Jaypur,"[[0, 14, 'LOCATION']]"
Mukhiya Thumki,"[[0, 14, 'LOCATION']]"
Mukhiya Tol,"[[0, 11, 'LOCATION']]"
Mukhiyabari,"[[0, 11, 'LOCATION']]"
Mukhiyadanda,"[[0, 12, 'LOCATION']]"
Mukhiyagaun,"[[0, 11, 'LOCATION']]"
Mukhiyapatti,"[[0, 12, 'LOCATION']]"
Mukhiyathar,"[[0, 11, 'LOCATION']]"
Mukhiyatol,"[[0, 10, 'LOCATION']]"
Mukhiyatol Bhakurmadi,"[[0, 21, 'LOCATION']]"
Mukhya Pakhara,"[[0, 14, 'LOCATION']]"
Mukhya Tol,"[[0, 10, 'LOCATION']]"
Mukhyadanda,"[[0, 11, 'LOCATION']]"
Muklabu,"[[0, 7, 'LOCATION']]"
Mukli,"[[0, 5, 'LOCATION']]"
Mukot Himal,"[[0, 11, 'LOCATION']]"
Mukotgaon,"[[0, 9, 'LOCATION']]"
Mukpa,"[[0, 5, 'LOCATION']]"
Mukpatar,"[[0, 8, 'LOCATION']]"
Muksarbirta,"[[0, 11, 'LOCATION']]"
Mukta Kamaiya Tole,"[[0, 18, 'LOCATION']]"
Muktan Suwara,"[[0, 13, 'LOCATION']]"
Muktandanda,"[[0, 11, 'LOCATION']]"
Muktantol,"[[0, 9, 'LOCATION']]"
Muktara,"[[0, 7, 'LOCATION']]"
Mukten Ghyang,"[[0, 13, 'LOCATION']]"
Mukti Chhyasa,"[[0, 13, 'LOCATION']]"
Mukti Chowk,"[[0, 11, 'LOCATION']]"
Muktila,"[[0, 7, 'LOCATION']]"
Muktim,"[[0, 6, 'LOCATION']]"
Muktinath,"[[0, 9, 'LOCATION']]"
Muktitol,"[[0, 8, 'LOCATION']]"
Muktung,"[[0, 7, 'LOCATION']]"
Muktura,"[[0, 7, 'LOCATION']]"
Mukturagaun,"[[0, 11, 'LOCATION']]"
Muku Bhanjyang,"[[0, 14, 'LOCATION']]"
Mukubun,"[[0, 7, 'LOCATION']]"
Mukubung,"[[0, 8, 'LOCATION']]"
Mukulurka,"[[0, 9, 'LOCATION']]"
Mukundabajar,"[[0, 12, 'LOCATION']]"
Mukundasthal,"[[0, 12, 'LOCATION']]"
Mukundgadh,"[[0, 10, 'LOCATION']]"
Mukure,"[[0, 6, 'LOCATION']]"
Mul,"[[0, 3, 'LOCATION']]"
Mul Chowk,"[[0, 9, 'LOCATION']]"
Mul Danda,"[[0, 9, 'LOCATION']]"
Mul Kharka,"[[0, 10, 'LOCATION']]"
Mul Khatali,"[[0, 11, 'LOCATION']]"
Mula Bari,"[[0, 9, 'LOCATION']]"
Mulabari,"[[0, 8, 'LOCATION']]"
Mulabaritar,"[[0, 11, 'LOCATION']]"
Mulabati,"[[0, 8, 'LOCATION']]"
Mulachaur,"[[0, 9, 'LOCATION']]"
Mulachhare,"[[0, 10, 'LOCATION']]"
Muladanda,"[[0, 9, 'LOCATION']]"
Mulaich,"[[0, 7, 'LOCATION']]"
Mulakharka,"[[0, 10, 'LOCATION']]"
Mulakot,"[[0, 7, 'LOCATION']]"
Mulapani,"[[0, 8, 'LOCATION']]"
Mulapani Chormare,"[[0, 17, 'LOCATION']]"
Mulapani Kharka,"[[0, 15, 'LOCATION']]"
Mulatanti,"[[0, 9, 'LOCATION']]"
Mulatara,"[[0, 8, 'LOCATION']]"
Mulbang,"[[0, 7, 'LOCATION']]"
Mulbari,"[[0, 7, 'LOCATION']]"
Mulbata,"[[0, 7, 'LOCATION']]"
Mulbato Nigale,"[[0, 14, 'LOCATION']]"
Muldada,"[[0, 7, 'LOCATION']]"
Muldanda,"[[0, 8, 'LOCATION']]"
Muldhang,"[[0, 8, 'LOCATION']]"
Muldol,"[[0, 6, 'LOCATION']]"
Mule,"[[0, 4, 'LOCATION']]"
Mule Gajara,"[[0, 11, 'LOCATION']]"
Mule Sada,"[[0, 9, 'LOCATION']]"
Mulechaur,"[[0, 9, 'LOCATION']]"
Muledada,"[[0, 8, 'LOCATION']]"
Muledumsin,"[[0, 10, 'LOCATION']]"
Mulekunta,"[[0, 9, 'LOCATION']]"
Mulepamma,"[[0, 9, 'LOCATION']]"
Muleputra,"[[0, 9, 'LOCATION']]"
Mulereuka,"[[0, 9, 'LOCATION']]"
Mulethumki,"[[0, 10, 'LOCATION']]"
Mulgau,"[[0, 6, 'LOCATION']]"
Mulgaun,"[[0, 7, 'LOCATION']]"
Mulgaunda,"[[0, 9, 'LOCATION']]"
Mulghat,"[[0, 7, 'LOCATION']]"
Muli Pokhara,"[[0, 12, 'LOCATION']]"
Mulibas,"[[0, 7, 'LOCATION']]"
Mulila,"[[0, 6, 'LOCATION']]"
Muling,"[[0, 6, 'LOCATION']]"
Muljiula,"[[0, 8, 'LOCATION']]"
Mulkekhani,"[[0, 10, 'LOCATION']]"
Mulkharka,"[[0, 9, 'LOCATION']]"
"Mulkharka Bazzar, Madi","[[0, 22, 'LOCATION']]"
Mulkhola,"[[0, 8, 'LOCATION']]"
Mulkhola Dobhan,"[[0, 15, 'LOCATION']]"
Mulkholagaun,"[[0, 12, 'LOCATION']]"
Mulkholi,"[[0, 8, 'LOCATION']]"
Mulkhor,"[[0, 7, 'LOCATION']]"
Mulki,"[[0, 5, 'LOCATION']]"
Mulkot,"[[0, 6, 'LOCATION']]"
Mulkuti,"[[0, 7, 'LOCATION']]"
Mulla,"[[0, 5, 'LOCATION']]"
Mulli,"[[0, 5, 'LOCATION']]"
Mulpani,"[[0, 7, 'LOCATION']]"
Mulpani - Tiwari Tol,"[[0, 20, 'LOCATION']]"
Mulpani Chormare,"[[0, 16, 'LOCATION']]"
Mulpani Kuna,"[[0, 12, 'LOCATION']]"
Mulpani Pipalbot,"[[0, 16, 'LOCATION']]"
Mulpati,"[[0, 7, 'LOCATION']]"
Mulsuhura,"[[0, 9, 'LOCATION']]"
Multada,"[[0, 7, 'LOCATION']]"
Multaharo Chowk,"[[0, 15, 'LOCATION']]"
Multapa,"[[0, 7, 'LOCATION']]"
Multhal,"[[0, 7, 'LOCATION']]"
Multhala,"[[0, 8, 'LOCATION']]"
Multhana,"[[0, 8, 'LOCATION']]"
Multhok,"[[0, 7, 'LOCATION']]"
Muluwa,"[[0, 6, 'LOCATION']]"
Mulyagaun,"[[0, 9, 'LOCATION']]"
Mumbuk,"[[0, 6, 'LOCATION']]"
Mumla,"[[0, 5, 'LOCATION']]"
Mumra,"[[0, 5, 'LOCATION']]"
Mun,"[[0, 3, 'LOCATION']]"
Muna,"[[0, 4, 'LOCATION']]"
Munaghare,"[[0, 9, 'LOCATION']]"
Munal Chowk,"[[0, 11, 'LOCATION']]"
Munal Tol,"[[0, 9, 'LOCATION']]"
Munalbasti,"[[0, 10, 'LOCATION']]"
Munapa,"[[0, 6, 'LOCATION']]"
Munbala,"[[0, 7, 'LOCATION']]"
Mundagairi,"[[0, 10, 'LOCATION']]"
Mundanda,"[[0, 8, 'LOCATION']]"
Mundara,"[[0, 7, 'LOCATION']]"
Mundhara,"[[0, 8, 'LOCATION']]"
Mundi,"[[0, 5, 'LOCATION']]"
Mundu,"[[0, 5, 'LOCATION']]"
Muneli,"[[0, 6, 'LOCATION']]"
Munga,"[[0, 5, 'LOCATION']]"
Munge,"[[0, 5, 'LOCATION']]"
Mungehari,"[[0, 9, 'LOCATION']]"
Mungii,"[[0, 6, 'LOCATION']]"
Munglung,"[[0, 8, 'LOCATION']]"
Mungna,"[[0, 6, 'LOCATION']]"
Mungra,"[[0, 6, 'LOCATION']]"
Mungraha,"[[0, 8, 'LOCATION']]"
Mungrau,"[[0, 7, 'LOCATION']]"
Mungre,"[[0, 6, 'LOCATION']]"
Mungredobhan,"[[0, 12, 'LOCATION']]"
Mungrekot,"[[0, 9, 'LOCATION']]"
Mungretha,"[[0, 9, 'LOCATION']]"
Muni,"[[0, 4, 'LOCATION']]"
Munjabun,"[[0, 8, 'LOCATION']]"
Munkhahare,"[[0, 10, 'LOCATION']]"
Munna Chowk,"[[0, 11, 'LOCATION']]"
Munsigaun,"[[0, 9, 'LOCATION']]"
Munsikitta,"[[0, 10, 'LOCATION']]"
Munsipurwa,"[[0, 10, 'LOCATION']]"
Munsire,"[[0, 7, 'LOCATION']]"
Muntung,"[[0, 7, 'LOCATION']]"
Muraha,"[[0, 6, 'LOCATION']]"
Murahiya,"[[0, 8, 'LOCATION']]"
Murai,"[[0, 5, 'LOCATION']]"
Muraiya,"[[0, 7, 'LOCATION']]"
Murajod,"[[0, 7, 'LOCATION']]"
Mural,"[[0, 5, 'LOCATION']]"
Murali Bhanjyang,"[[0, 16, 'LOCATION']]"
Muralibhanjyang,"[[0, 15, 'LOCATION']]"
Muralitar,"[[0, 9, 'LOCATION']]"
Muraredanda,"[[0, 11, 'LOCATION']]"
Muraudin,"[[0, 8, 'LOCATION']]"
Murchuk,"[[0, 7, 'LOCATION']]"
Murchungi,"[[0, 9, 'LOCATION']]"
Muregaira,"[[0, 9, 'LOCATION']]"
Muregaura,"[[0, 9, 'LOCATION']]"
Murepati,"[[0, 8, 'LOCATION']]"
Murgahawa,"[[0, 9, 'LOCATION']]"
Murgaia,"[[0, 7, 'LOCATION']]"
Murgan,"[[0, 6, 'LOCATION']]"
Murgatoli,"[[0, 9, 'LOCATION']]"
